12,57
22,57
3,57
13,57
23,57
4,57
14,57
24,57
5,57
15,57
25,57
1,60
11,60
21,60
2,60
12,60
22,60
3,60
13,60
23,60
4,60
14,60
24,60
5,60
15,60
25,60
1,48
11,48
21,48
2,48
12,48
22,48
3,48
13,48
23,48
4,48
14,48
24,48
5,48
15,48
25,48
3,41
15,41
26,41
4,41
16,41
27,41
5,41
17,41
28,41
8,41
19,41
29,41
10,41
20,41
30,41
6,45
13,45
21,45
7,45
14,45
22,45
8,45
15,45
23,45
9,45
19,45
26,45
10,45
20,45
29,45
5,17
15,17
26,17
6,17
16,17
27,17
7,17
17,17
28,17
9,17
19,17
29,17
10,17
20,17
30,17
6,6
15,6
26,6
7,6
16,6
27,6
8,6
17,6
28,6
9,6
19,6
29,6
10,6
20,6
30,6
6,63
15,63
26,63
7,63
16,63
27,63
8,63
17,63
28,63
9,63
19,63
29,63
10,63
20,63
30,63
6,46
15,46
26,46
7,46
16,46
27,46
8,46
17,46
28,46
9,46
19,46
29,46
10,46
20,46
30,46
6,50
15,50
26,50
7,50
16,50
27,50
8,50
17,50
28,50
9,50
19,50
29,50
10,50
20,50
30,50
6,36
15,36
26,36
7,36
16,36
27,36
8,36
17,36
28,36
9,36
19,36
29,36
10,36
20,36
30,36
6,59
16,59
26,59
7,59
17,59
27,59
8,59
18,59
28,59
9,59
19,59
29,59
10,59
20,59
30,59
6,20
16,20
26,20
7,20
17,20
27,20
8,20
18,20
28,20
9,20
19,20
29,20
10,20
20,20
30,20
6,19
16,19
26,19
7,19
17,19
27,19
8,19
18,19
28,19
9,19
19,19
29,19
10,19
20,19
30,19
6,61
16,61
26,61
7,61
17,61
27,61
8,61
18,61
28,61
9,61
19,61
29,61
10,61
20,61
30,61
6,33
16,33
26,33
7,33
17,33
27,33
8,33
18,33
28,33
9,33
19,33
29,33
10,33
20,33
30,33
6,34
16,34
26,34
7,34
17,34
27,34
8,34
18,34
28,34
9,34
19,34
29,34
10,34
20,34
30,34
6,35
16,35
26,35
7,35
17,35
27,35
8,35
18,35
28,35
9,35
19,35
29,35
10,35
20,35
30,35
6,42
16,42
26,42
7,42
17,42
27,42
8,42
18,42
28,42
9,42
19,42
29,42
10,42
20,42
30,42
6,1
16,1
26,1
7,1
17,1
27,1
8,1
18,1
28,1
9,1
19,1
29,1
10,1
20,1
30,1
6,49
16,49
26,49
7,49
17,49
27,49
8,49
18,49
28,49
9,49
19,49
29,49
10,49
20,49
30,49
6,37
16,37
26,37
7,37
17,37
27,37
8,37
18,37
28,37
9,37
19,37
29,37
10,37
20,37
30,37
6,51
16,51
26,51
7,51
17,51
27,51
8,51
18,51
28,51
9,51
19,51
29,51
10,51
20,51
30,51
6,64
16,64
26,64
7,64
17,64
27,64
8,64
18,64
28,64
9,64
19,64
29,64
10,64
20,64
30,64
6,43
16,43
26,43
7,43
17,43
27,43
8,43
18,43
28,43
9,43
19,43
29,43
10,43
20,43
30,43
6,5
16,5
26,5
7,5
17,5
27,5
8,5
18,5
28,5
9,5
19,5
29,5
10,5
20,5
30,5
6,22
16,22
26,22
7,22
17,22
27,22
8,22
18,22
28,22
9,22
19,22
29,22
10,22
20,22
30,22
6,29
16,29
26,29
7,29
17,29
27,29
8,29
18,29
28,29
9,29
19,29
29,29
10,29
20,29
30,29
6,24
16,24
26,24
7,24
17,24
27,24
8,24
18,24
28,24
9,24
19,24
29,24
10,24
20,24
30,24
6,23
16,23
26,23
7,23
17,23
27,23
8,23
18,23
28,23
9,23
19,23
29,23
10,23
20,23
30,23
6,30
16,30
26,30
7,30
17,30
27,30
8,30
18,30
28,30
9,30
19,30
29,30
10,30
20,30
30,30
6,15
16,15
26,15
7,15
17,15
27,15
8,15
18,15
28,15
9,15
19,15
29,15
10,15
20,15
30,15
6,28
16,28
26,28
7,28
17,28
27,28
8,28
18,28
28,28
9,28
19,28
29,28
10,28
20,28
30,28
6,11
16,11
26,11
7,11
17,11
27,11
8,11
18,11
28,11
9,11
19,11
29,11
10,11
20,11
30,11
6,57
16,57
26,57
7,57
17,57
27,57
8,57
18,57
28,57
9,57
19,57
29,57
10,57
20,57
30,57
6,60
16,60
26,60
7,60
17,60
27,60
8,60
18,60
28,60
9,60
19,60
29,60
10,60
20,60
30,60
6,48
16,48
26,48
7,48
17,48
27,48
8,48
18,48
28,48
9,48
19,48
29,48
10,48
20,48
30,48
